id	name	reactions
PWY-3162	L-tryptophan degradation V (side chain pathway)	RXN-5603|RXN-5422|RXN-5442|RXN-5581|RXN-5443|RXN-5444|RXN-5445|RXN-5441|RXN-5424|RXN-5423|RXN-5421|RXN-5403|RXN-5402
PWY-5651	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	RXN-8665|1.13.11.6-RXN|3-HYDROXY-KYNURENINASE-RXN|KYNURENINE-3-MONOOXYGENASE-RXN|ARYLFORMAMIDASE-RXN
TRPCAT-PWY	L-tryptophan degradation I (via anthranilate)	RXN-8665|ARYLFORMAMIDASE-RXN|KYNURENINASE-RXN
PWY-5081	L-tryptophan degradation VIII (to tryptophol)	2.6.1.28-RXN|1.1.1.190-RXN|4.1.1.74-RXN|TRYPTOPHAN-AMINOTRANSFERASE-RXN
PWY-6307	L-tryptophan degradation X (mammalian, via tryptamine)	1.1.1.191-RXN|RXN-1401|RXN-10715|AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN
PWY-8190	L-glutamate degradation XI (reductive Stickland reaction)	RXN-16834|RXN-19739|R11-RXN|RXN-1082|RXN-1083|KETOGLUTREDUCT-RXN|GLUTAMATE-DEHYDROGENASE-RXN
PWY-5766	L-glutamate degradation X	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
PWY0-1305	L-glutamate degradation IX (via 4-aminobutanoate)	GLUTDECARBOX-RXN
GLUTDEG-PWY	L-glutamate degradation II	ASPARTASE-RXN|ASPAMINOTRANS-RXN
GLUTAMATE-DEG1-PWY	L-glutamate degradation I	GLUTAMATE-DEHYDROGENASE-RXN
PWY-5087	L-glutamate degradation VI (to pyruvate)	METHYLASPARTATE-MUTASE-RXN|METHYLASPARTATE-AMMONIA-LYASE-RXN|S-2-METHYLMALATE-DEHYDRATASE-RXN|CITRAMALATE-LYASE-RXN
HISDEG-PWY	L-histidine degradation I	FORMIMINOGLUTAMASE-RXN|IMIDAZOLONEPROPIONASE-RXN|UROCANATE-HYDRATASE-RXN|HISTIDINE-AMMONIA-LYASE-RXN
PWY-5028	L-histidine degradation II	N-FORMYLGLUTAMATE-DEFORMYLASE-RXN|FORMIMINOGLUTAMATE-DEIMINASE-RXN|IMIDAZOLONEPROPIONASE-RXN|UROCANATE-HYDRATASE-RXN|HISTIDINE-AMMONIA-LYASE-RXN
HISTDEG-PWY	L-histidine degradation IV	IMILACTDEHYDROG-RXN|HISTTRANSAM-RXN
PWY-5031	L-histidine degradation V	RXN-7572|RXN-7571
HISHP-PWY	L-histidine degradation VI	RXN-7593|RXN-7594|RXN-7592|IMIDAZOLONEPROPIONASE-RXN|RXN-7587|IMIDHYD-RXN|UROCANATE-HYDRATASE-RXN|HISTIDINE-AMMONIA-LYASE-RXN
PWY-5030	L-histidine degradation III	METHENYLTHFCYCLOHYDRO-RXN|4.3.1.4-RXN|GLUTAMATE-FORMIMINOTRANSFERASE-RXN|IMIDAZOLONEPROPIONASE-RXN|UROCANATE-HYDRATASE-RXN|HISTIDINE-AMMONIA-LYASE-RXN
LEU-DEG2-PWY	L-leucine degradation I	RXN0-2301|HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN|METHYLGLUTACONYL-COA-HYDRATASE-RXN|METHYLCROTONYL-COA-CARBOXYLASE-RXN|2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN|BRANCHED-CHAINAMINOTRANSFERLEU-RXN
PWY-7767	L-leucine degradation IV (reductive Stickland reaction)	RXN-16245|RXN-16247|RXN-17524|RXN-16246|BRANCHED-CHAINAMINOTRANSFERLEU-RXN
PWY-5076	L-leucine degradation III	RXN-7692|RXN-7693|BRANCHED-CHAINAMINOTRANSFERLEU-RXN
PWY-5075	L-leucine degradation II	LEUCINE-23-AMINOMUTASE-RXN|RXN-7691|RXN-7690
PWY-8185	L-leucine degradation V (oxidative Stickland reaction)	RXN-21794|RXN-19534|BRANCHED-CHAINAMINOTRANSFERLEU-RXN
PWY-5079	L-phenylalanine degradation III	RXN-10814|2.6.1.58-RXN|RXN-7700|PHENYLPYRUVATE-DECARBOXYLASE-RXN
PWY-8014	L-phenylalanine degradation VI (reductive Stickland reaction)	RXN-10814|RXN-10816|RXN-19883|RXN-19882|2.8.3.17-RXN
PHENYLALANINE-DEG1-PWY	L-phenylalanine degradation I (aerobic)	RXN66-569
PWY-7158	L-phenylalanine degradation V	RXN-13907|RXN-13908|RXN-13909
ANAPHENOXI-PWY	L-phenylalanine degradation II (anaerobic)	RXN-10814|PHENDEHYD-RXN|PHENYLPYRUVATE-DECARBOXYLASE-RXN
PWY-6318	L-phenylalanine degradation IV (mammalian, via side chain)	RXN-10817|RXN-10814|RXN-10819|GLUTAMINE-N-PHENYLACETYLTRANSFERASE-RXN|PHENDEHYD-RXN|RXN-10816|RXN-10815|RXN-10821|PHENYLALANINE-DECARBOXYLASE-RXN
ARGDEG-V-PWY	L-arginine degradation X (arginine monooxygenase pathway)	ARGININE-2-MONOOXYGENASE-RXN|GUANIDINOBUTYRASE-RXN|GUANIDINOBUTANAMIDE-NH3-RXN
PWY-6344	L-arginine degradation XIV (oxidative Stickland reaction)	RXN-18499|ORNCARBAMTRANSFER-RXN|ARGININE-DEIMINASE-RXN|ORNMUTST-RXN|AKPTHIOL-RXN|ORNITHINE-RACEMASE-RXN
PWY0-823	L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	AGMATIN-RXN|ARGDECARBOX-RXN
AST-PWY	L-arginine degradation II (AST pathway)	SUCCGLUDESUCC-RXN|SUCCGLUALDDEHYD-RXN|SUCCORNTRANSAM-RXN|SUCCARGDIHYDRO-RXN|ARGININE-N-SUCCINYLTRANSFERASE-RXN
PWY-5742	L-arginine degradation IX (arginine:pyruvate transaminase pathway)	RXN-8956|4.1.1.75-RXN|1.2.1.54-RXN|GUANIDINOBUTYRASE-RXN
PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	ORNCARBAMTRANSFER-RXN|ARGININE-DEIMINASE-RXN|PYRROLINECARBREDUCT-RXN|SPONTPRO-RXN|ORNITHINE-GLU-AMINOTRANSFERASE-RXN
ARG-PRO-PWY	L-arginine degradation VI (arginase 2 pathway)	SPONTPRO-RXN|ARGINASE-RXN|ORNITHINE-GLU-AMINOTRANSFERASE-RXN|PYRROLINECARBREDUCT-RXN
ARGDEG-IV-PWY	L-arginine degradation VIII (arginine oxidase pathway)	4.1.1.75-RXN|1.2.1.54-RXN|GUANIDINOBUTYRASE-RXN|ARG-OXIDATION-RXN
PWY-5024	L-arginine degradation XI	RXN-7565|RXN-7564
PWY-7523	L-arginine degradation XII	GUANIDINOBUTYRASE-RXN|RXN-15646|4.1.1.75-RXN|RXN-15645
ARG-GLU-PWY	L-arginine degradation VII (arginase 3 pathway)	ORNITHINE-CYCLODEAMINASE-RXN|ARGINASE-RXN
ARGDEG-III-PWY	L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	N-CARBAMOYLPUTRESCINE-AMIDASE-RXN|AGMATINE-DEIMINASE-RXN|ARGDECARBOX-RXN
PWY66-428	L-threonine degradation V	RXN-7790|THREDEHYD-RXN
THREONINE-DEG2-PWY	L-threonine degradation II	AKBLIG-RXN|THREODEHYD-RXN
PWY-5437	L-threonine degradation I	RXN-15121|RXN-15123|RXN-15122|PROPKIN-RXN|PTAALT-RXN|KETOBUTFORMLY-RXN
PWY-5436	L-threonine degradation IV	ACETALD-DEHYDROG-RXN|THREONINE-ALDOLASE-RXN
THRDLCTCAT-PWY	L-threonine degradation III (to methylglyoxal)	AMACETOXID-RXN|THREOSPON-RXN|THREODEHYD-RXN
LCYSDEG-PWY	L-cysteine degradation II	RXN-15127|RXN-15124|RXN-15129
CYSTEINE-DEG-PWY	L-cysteine degradation I	3-SULFINYL-PYRUVATE-SPON-RXN|3-SULFINOALANINE-AMINOTRANSFERASE-RXN|CYSTEINE-DIOXYGENASE-RXN
PWY-5329	L-cysteine degradation III	MERCAPYSTRANS-RXN|CYSTEINE-AMINOTRANSFERASE-RXN
PWY-5057	L-valine degradation II	RXN-7657|RXN-7643|BRANCHED-CHAINAMINOTRANSFERVAL-RXN
VALDEG-PWY	L-valine degradation I	RXN-11213|2.6.1.22-RXN|1.2.1.25-RXN|3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN|3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN|METHYLACYLYLCOA-HYDROXY-RXN|MEPROPCOA-FAD-RXN|BRANCHED-CHAINAMINOTRANSFERVAL-RXN
PWY-8183	L-valine degradation III (oxidative Stickland reaction)	1.2.7.7-RXN|RXN-21793|BRANCHED-CHAINAMINOTRANSFERVAL-RXN
GLYCLEAV-PWY	glycine cleavage	RXN-8629|GCVT-RXN|GCVP-RXN
GLYCGREAT-PWY	creatine biosynthesis	GUANIDINOACETATE-N-METHYLTRANSFERASE-RXN|GLYCINE-AMIDINOTRANSFERASE-RXN
PWY-8015	glycine degradation (reductive Stickland reaction)	ACETATEKIN-RXN|RXN-7566
PWY-8184	L-isoleucine degradation III (oxidative Stickland reaction)	RXN-15031|RXN-19503|BRANCHED-CHAINAMINOTRANSFERILEU-RXN
PWY-5078	L-isoleucine degradation II	RXN-7694|4.1.1.72-RXN|BRANCHED-CHAINAMINOTRANSFERILEU-RXN
ILEUDEG-PWY	L-isoleucine degradation I	2-METHYLACYL-COA-DEHYDROGENASE-RXN|2KETO-3METHYLVALERATE-RXN|METHYLACETOACETYLCOATHIOL-RXN|TIGLYLCOA-HYDROXY-RXN|1.1.1.178-RXN|BRANCHED-CHAINAMINOTRANSFERILEU-RXN
METHIONINE-DEG1-PWY	L-methionine degradation I (to L-homocysteine)	RXN-7605|ADENOSYLHOMOCYSTEINASE-RXN|S-ADENMETSYN-RXN
PWY-701	L-methionine degradation II	RXN-15123|RXN-15121|RXN-14301
PWY-5082	L-methionine degradation III	RXN-7708|RXN-7706|RXN-7704
ALANINE-DEG3-PWY	L-alanine degradation III	ALANINE-AMINOTRANSFERASE-RXN
PWY1-2	L-alanine degradation IV	ALANINE-DEHYDROGENASE-RXN
ALADEG-PWY	L-alanine degradation I	DALADEHYDROG-RXN|ALARACECAT-RXN
PWY-8189	L-alanine degradation V (oxidative Stickland reaction)	PYRUFLAVREDUCT-RXN|ALANINE-AMINOTRANSFERASE-RXN
ALACAT2-PWY	L-alanine degradation II (to D-lactate)	GLUTAMATE-DEHYDROGENASE-RXN|DLACTDEHYDROGNAD-RXN|ALANINE-AMINOTRANSFERASE-RXN
SERDEG-PWY	L-serine degradation	RXN-15127|RXN-15124|RXN-15125
ASPARTATE-DEG1-PWY	L-aspartate degradation I	ASPAMINOTRANS-RXN
PWY-8294	L-aspartate degradation III (anaerobic)	GLUTAMINESYN-RXN|ASPARTASE-RXN|TRANS-RXN-106A
PWY-8291	L-aspartate degradation II (aerobic)	ASPARTASE-RXN|GLUTAMINESYN-RXN|TRANS-RXN-379
PWY-5151	L-tyrosine degradation II	TYROSINE-AMINOTRANSFERASE-RXN|1.2.3.13-RXN
PWY3O-4108	L-tyrosine degradation III	TYROSINE-AMINOTRANSFERASE-RXN|RXN3O-4157|RXN3O-4113|4.1.1.80-RXN
PWY-8016	L-tyrosine degradation V (reductive Stickland reaction)	RXN-19898|RXN-19897|RXN-19888|HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN|TYROSINE-AMINOTRANSFERASE-RXN
PWY-7514	L-tyrosine degradation IV (to 4-methylphenol)	4.1.1.83-RXN|TYROSINE-AMINOTRANSFERASE-RXN|1.2.3.13-RXN
TYRFUMCAT-PWY	L-tyrosine degradation I	TYROSINE-AMINOTRANSFERASE-RXN|FUMARYLACETOACETASE-RXN|MALEYLACETOACETATE-ISOMERASE-RXN|HOMOGENTISATE-12-DIOXYGENASE-RXN|4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
GLUTAMINEFUM-PWY	L-glutamine degradation II	GLUTAMATESYN-RXN
GLUTAMINDEG-PWY	L-glutamine degradation I	GLUTAMIN-RXN
LYSINE-DEG1-PWY	L-lysine degradation XI	1.2.1.31-RXN|2-KETO-ADIPATE-DEHYDROG-RXN|2-AMINOADIPATE-AMINOTRANSFERASE-RXN|1.5.1.9-RXN|1.5.1.8-RXN
PWY-5283	L-lysine degradation V	RXN-14932|RXN-21282|RXN-8172|2-AMINOADIPATE-AMINOTRANSFERASE-RXN|RXN-8162|L-PIPECOLATE-OXIDASE-RXN|RXN-8166|RXN-8163|LYSINE-RACEMASE-RXN
PWY-5314	L-lysine degradation VIII	RXN-8173|RXN-8808
PWY-6328	L-lysine degradation X	RXN0-7318|RXN0-7317|RXN-14724|RXN-8182|VAGL-RXN|LYSDECARBOX-RXN
LYSDEGII-PWY	L-lysine degradation III	RXN-8182|VAGL-RXN|AMVAL-RXN|KETAMID-RXN|ACETCAPR-RXN|LYSACET-RXN
PWY-5280	L-lysine degradation IV	RXN-14724|VAGL-RXN|RXN-8182|5-AMINOPENTANAMIDASE-RXN|LYSINE-2-MONOOXYGENASE-RXN
PWY-5311	L-lysine degradation VII	RXN-8243|RXN-8172|L-LYSINE-OXIDASE-RXN
PWY66-425	L-lysine degradation II (L-pipecolate pathway)	L-LYSINE-OXIDASE-RXN|RXN-10855|RXN-16267|2-KETO-ADIPATE-DEHYDROG-RXN|2-AMINOADIPATE-AMINOTRANSFERASE-RXN|RXN66-565|RXN-8172|RXN-8166|L-PIPECOLATE-OXIDASE-RXN
PWY-5298	L-lysine degradation VI	RXN-8162|RXN-8173|L-LYSINE-AMINOTRANSFERASE-RXN
PWY-5324	L-lysine degradation IX	RXN-8173|LYSINE--PYRUVATE-6-AMINOTRANSFERASE-RXN
PWY0-461	L-lysine degradation I	RXN0-7319|RXN0-7316|VAGL-RXN|RXN-8182|RXN0-7318|RXN0-7317|LYSDECARBOX-RXN
FESULFOX-PWY	sulfur oxidation II (Fe+3-dependent)	SULFUR-DIOXYGENASE-RXN|FESO3OXI-RXN|SULFFEOXIDO-RXN
SULFUROX-PWY	sulfur oxidation I (aerobic)	RXN-16574|SULFUR-DIOXYGENASE-RXN|FESGSHTHIO-RXN
PWY-6675	sulfur oxidation IV (intracellular sulfur)	RXN-21586|RXN-17803|RXN-16435|RXN-16434|RXN-11940|RXN-11941|RXN-11942
PWY-6327	tetrathionate oxidation	RXN-10852
PWY-6047	dimethyl sulfide degradation I	METHANETHIOL-OXIDASE-RXN|RXN-9740
PWY-6059	dimethyl sulfide degradation II (oxidation)	RXN-20073|RXN-18086|RXN-14709|RXN-14710|RXN-9767
PWY-6057	dimethylsulfide to cytochrome c2 electron transfer	RXN-9763
PWY-6677	thiosulfate oxidation IV (multienzyme complex)	RXN-11955|RXN-11952|RXN-11951
PWY-5296	thiosulfate oxidation III (multienzyme complex)	RXN-18798|RXN-18797|RXN-18796|RXN-11952|RXN-11951
PWY-5278	sulfite oxidation III	RXN-23217|RXN-23218|SULFATE-ADENYLYLTRANS-RXN
PWY-5276	sulfite oxidation I	SULFITE-DEHYDROGENASE-RXN
PWY-7457	sulfite oxidation V (SoeABC)	RXN-15349
PWY-5279	sulfite oxidation II	RXN-23217|RXN-23218|SULFATE-ADENYLYLTRANSFERASE-ADP-RXN
PWY-5326	sulfite oxidation IV (sulfite oxidase)	SULFITE-OXIDASE-RXN
PWY-1263	taurine degradation I	TAURINE-AMINOTRANSFERASE-RXN
PWY0-981	taurine degradation IV	RXN0-299
PWY-1264	taurine degradation II	TAURINE-DEHYDROGENASE-RXN
TAURINEDEG-PWY	taurine degradation III	RXN-2301
PWY-8215	3-sulfopropanediol degradation III	RXN-22108
PWY-8214	3-sulfopropanediol degradation II	RXN-22110|RXN-22109
PWY-6634	3-sulfopropanediol degradation I	RXN-11727|RXN-11728|RXN-11729
PWY-5350	thiosulfate disproportionation IV (rhodanese)	THIOSULFATE-SULFURTRANSFERASE-RXN
PWY-5285	sulfide oxidation III (to sulfite)	R17-RXN|RXN-20884|RXN-16574|FESGSHTHIO-RXN
PWY-5274	sulfide oxidation II (flavocytochrome c)	RXN-8156
P222-PWY	sulfide oxidation I (to sulfur globules)	R17-RXN
PWY-7927	sulfide oxidation IV (mitochondria)	RXN-16574|FESGSHTHIO-RXN|RXN-19040|RXN-19036|SULFITE-OXIDASE-RXN
PWY-6637	sulfolactate degradation II	RXN-11738|PHOSACETYLTRANS-RXN|RXN-2364|R231-RXN
PWY-6616	sulfolactate degradation I	RXN-11691|RXN-11690|RXN-11689
PWY-6638	sulfolactate degradation III	4.4.1.25-RXN|RXN-11737|RXN-11738
PWY-5364	sulfur reduction II (via polysulfide)	RXN-8269|RXN-8380
PWY-5332	sulfur reduction I	H2SOXIREDPYRO-RXN
PWY-7976	sulfur reduction III	RXN-14537
PWY1ZNC-1	assimilatory sulfate reduction IV	1.8.4.8-RXN|ADENYLYLSULFKIN-RXN|SULFITE-REDUCTASE-FERREDOXIN-RXN|SULFATE-ADENYLYLTRANS-RXN
PWY-6683	assimilatory sulfate reduction III	SULFITE-REDUCT-RXN|RXN-12019|SULFATE-ADENYLYLTRANS-RXN
SULFMETII-PWY	assimilatory sulfate reduction II	1.8.4.9-RXN|SULFITE-REDUCTASE-FERREDOXIN-RXN|SULFATE-ADENYLYLTRANS-RXN
PWY-5359	tetrathionate reductiuon II (to trithionate)	RXN-8362
PWY-5358	tetrathionate reduction I (to thiosulfate)	RXN-8358
PWY-6046	dimethylsulfoniopropanoate degradation I (cleavage)	DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN
PWY-6056	dimethylsulfoniopropanoate degradation II (cleavage)	RXN-9760
PWY-6052	dimethylsulfoniopropanoate degradation III (demethylation)	RXN-9736
PWY-6048	methylthiopropanoate degradation I (cleavage)	RXN-16013|RXN-16012|RXN-16011|RXN-16010|RXN-12571|RXN-12572
PWY-6045	methylthiopropanonate degradation II (demethylation)	RXN-9738
PWY-6718	sulfoacetaldehyde degradation III	RXN-12148
PWY-5982	sulfoacetaldehyde degradation II	RXN-9592
PWY-1281	sulfoacetaldehyde degradation I	PHOSACETYLTRANS-RXN|RXN-2364
PWY-8062	sulfoacetaldehyde degradation IV	ACETALD-DEHYDROG-RXN|RXN-20702|RXN-20701
PWY-7576	nitrogen fixation II (flavodoxin)	NITROGENASE-FLAVODOXIN-RXN
N2FIX-PWY	nitrogen fixation I (ferredoxin)	NITROGENASE-RXN
PWY-6964	ammonia assimilation cycle II	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN|GLUTAMINESYN-RXN
AMMASSIM-PWY	ammonia assimilation cycle III	GLUTAMIN-RXN|GLUTAMINESYN-RXN|RXN-20084
PWY-5675	nitrate reduction V (assimilatory)	RXN0-6377|NITRATE-REDUCTASE-NADPH-RXN
PWY-381	nitrate reduction II (assimilatory)	FERREDOXIN--NITRITE-REDUCTASE-RXN|NITRATE-REDUCTASE-NADH-RXN
PWY490-3	nitrate reduction VI (assimilatory)	FERREDOXIN--NITRITE-REDUCTASE-RXN|1.7.7.2-RXN
AMMOXID-PWY	ammonia oxidation I (aerobic)	HAONITRO-RXN|AMONITRO-RXN
PWY-2242	ammonia oxidation III	RXN-3483|RXN-3482|AMONITRO-RXN
PWY-7804	glyphosate degradation I	RXN-17950
PWY-7807	glyphosate degradation III	INORGPYROPHOSPHAT-RXN|ADENPRIBOSYLTRAN-RXN|RXN0-1401|RXN0-6710|RXN-17959|RXN-17958|RXN-17957
PWY-7806	glyphosate degradation II	RXN-17951
PWY-6935	seleno-amino acid detoxification and volatilization II	RXN-12762|RXN-11062|RXN-12733|RXN-12732|RXN-12731
PWY-6933	seleno-amino acid detoxification and volatilization III	RXN-11042|RXN-11063|RXN-11061
PWY-6931	seleno-amino acid detoxification and volatilization I	RXN-11064|RXN-11062
PWY0-42	2-methylcitrate cycle I	4.2.1.99-RXN|METHYLISOCITRATE-LYASE-RXN|2-METHYLCITRATE-DEHYDRATASE-RXN|2-METHYLCITRATE-SYNTHASE-RXN|PROPIONATE--COA-LIGASE-RXN
PWY-5747	2-methylcitrate cycle II	RXN-8977|RXN-8979|4.2.1.99-RXN|METHYLISOCITRATE-LYASE-RXN|2-METHYLCITRATE-SYNTHASE-RXN|PROPIONATE--COA-LIGASE-RXN
PWY-6944	androstenedione degradation I (aerobic)	RXN-19805|RXN-19804|RXN-19803|RXN-19802|RXN-19801|RXN-19800|RXN-19799|RXN-19798|RXN-19797|RXN-19796|RXN-12751|RXN-12750|RXN-12749|RXN-12748|RXN-12747|RXN-12746|RXN-12736|RXN-12734|RXN-12735|RXN-12718|1.13.11.25-RXN|RXN-12717|RXN-12715|RXN-12714|RXN-12691
PWY-8152	androstenedione degradation II (anaerobic)	RXN-21492|RXN-21491|RXN-21490|RXN-19805|RXN-19804|RXN-19803|RXN-19802|RXN-19801|RXN-19800|RXN-19799|RXN-19798|RXN-19797|RXN-19796|RXN-21481|RXN-21480|RXN-12750|RXN-12749|RXN-12748|RXN-12747|RXN-12746|RXN-21479|RXN-21477|RXN-21466|RXN-21465|RXN-21464|RXN-21463|RXN-12714
PWY-6945	cholesterol degradation to androstenedione I (cholesterol oxidase)	RXN-12849|RXN-12850|RXN-12848|RXN-12745|RXN-12744|RXN-12743|RXN-12778|RXN-12694|RXN-12710|RXN-12709|RXN-12708|RXN-12707|RXN-12706|RXN-12705|RXN-12704|RXN-12703|RXN-12702
PWY-8151	cholesterol degradation to androstenedione III (anaerobic)	RXN-12745|RXN-12744|RXN-12743|RXN-21475|RXN-21474|RXN-21472|RXN-12708|RXN-12707|RXN-21471|RXN-21470|RXN-21469|RXN-12704|RXN-12703|RXN-17645|RXN-17650|TRANS-RXN-406|RXN-21459|RXN-21458|RXN-21457|RXN-21430|RXN-12694|RXN-12693
PWY-6946	cholesterol degradation to androstenedione II (cholesterol dehydrogenase)	RXN-17650|RXN-17648|RXN-17645|RXN-17647|RXN-17646|RXN-12848|RXN-12849|RXN-12850|RXN-12745|RXN-12744|RXN-12743|RXN-12710|RXN-12709|RXN-12708|RXN-12707|RXN-12706|RXN-12705|RXN-12704|RXN-12703|RXN-12702|RXN-12694|RXN-12693
PWY-7111	pyruvate fermentation to isobutanol (engineered)	RXN-7657|RXN-7643|DIHYDROXYISOVALDEHYDRAT-RXN|ACETOLACTREDUCTOISOM-RXN|ACETOLACTSYN-RXN
PWY-6863	pyruvate fermentation to hexanol (engineered)	RXN-12567|RXN-11667|RXN-12558|HEXANOL-RXN|RXN-12568|RXN-12559|RXN-12570|RXN-12565|PYRUFLAVREDUCT-RXN|RXN-11662|ACETYL-COA-ACETYLTRANSFER-RXN
PWY-7396	butanol and isobutanol biosynthesis (engineered)	3-ETHYLMALATE-SYNTHASE-RXN|1.4.3.19-RXN|RXN-7657|RXN-7643|RXN-14984|RXN-161|RXN-14985|RXN-14986
PWY-6583	pyruvate fermentation to butanol I	RXN-16834|RXN-11667|PYRUFLAVREDUCT-RXN|RXN-11662|ENZRXN-201-RXN|RXN-161|BUTANAL-DEHYDROGENASE-RXN|ACETYL-COA-ACETYLTRANSFER-RXN
PWY-7385	1,3-propanediol biosynthesis (engineered)	GLUCOKIN-RXN|PGLUCISOM-RXN|RXN0-7077|RXN0-6487|GLYCEROL-DEHYDRATASE-RXN|1.1.1.8-RXN|RXN-14965|F16ALDOLASE-RXN|6PFRUCTPHOS-RXN
PWY-6883	pyruvate fermentation to butanol II (engineered)	RXN-11667|RXN-11662|RXN-161|BUTANAL-DEHYDROGENASE-RXN|RXN-12558|ACETYL-COA-ACETYLTRANSFER-RXN
CENTFERM-PWY	pyruvate fermentation to butanoate	RXN-16834|RXN-11667|PYRUFLAVREDUCT-RXN|RXN-11662|BUTYRATE-KINASE-RXN|PHOSPHATE-BUTYRYLTRANSFERASE-RXN|ACETYL-COA-ACETYLTRANSFER-RXN
PWY-6588	pyruvate fermentation to acetone	ACETOACETYL-COA-TRANSFER-RXN|2.8.3.9-RXN|ACETOACETATE-DECARBOXYLASE-RXN|ACETYL-COA-ACETYLTRANSFER-RXN|PYRUFLAVREDUCT-RXN
PWY-7351	pyruvate fermentation to opines	BETA-ALANOPINE-DEHYDROGENASE-RXN|TAUROPINE-DEHYDROGENASE-RXN|STROMBINE-DEHYDROGENASE-RXN|ALANOPINE-DEHYDROGENASE-RXN|1.5.1.11-RXN
P122-PWY	heterolactic fermentation	GLUCOKIN-RXN|GLU6PDEHYDROG-RXN|PGLUCISOM-RXN|FRUCTOKINASE-RXN|DLACTDEHYDROGNAD-RXN|L-LACTATE-DEHYDROGENASE-RXN|6PGLUCONOLACT-RXN|ALCOHOL-DEHYDROG-RXN|ACETALD-DEHYDROG-RXN|PHOSACETYLTRANS-RXN|PEPDEPHOS-RXN|2PGADEHYDRAT-RXN|RXN-15513|PHOSGLYPHOS-RXN|GAPOXNPHOSPHN-RXN|PHOSPHOKETOLASE-RXN|RIBULP3EPIM-RXN|6PGLUCONDEHYDROG-RXN
PWY-5677	succinate fermentation to butanoate	RXN-16834|RXN-8890|4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN|RXN-8889|RXN-8891|RXN-8807|R11-RXN
PWY-8086	(S)-lactate fermentation to propanoate, acetate and hydrogen	ACETATEKIN-RXN|PHOSACETYLTRANS-RXN|FHLMULTI-RXN|PYRUVFORMLY-RXN|L-LACTATE-DEHYDROGENASE-RXN|PYRUVATE-CARBOXYLASE-RXN|RXN-19738|MALATE-DEH-RXN|METHYLMALONYL-COA-MUT-RXN|METHYLMALONYL-COA-EPIM-RXN|RXN0-268|R601-RXN|FUMHYDR-RXN
PWY-8377	lactate fermentation to acetate, CO2 and hydrogen (Desulfovibrionales)	RXN-23216|PYRUFLAVREDUCT-RXN|CYTOCHROME-C3-HYDROGENASE-RXN|RXN-23215|L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN|1.1.2.5-RXN|ACETATEKIN-RXN|PHOSACETYLTRANS-RXN
PWY-5482	pyruvate fermentation to acetate II	ACETATEKIN-RXN|PHOSACETYLTRANS-RXN|PYRUVDEH-RXN
PWY-5768	pyruvate fermentation to acetate VIII	RXN0-3962|RXN-6161
PWY-5380	A series fagopyritols biosynthesis	RXN-8440|RXN-8439|RXN-8438
PWY-5379	B series fagopyritols biosynthesis	RXN-8437|RXN-8436|RXN-8435
PWY-4841	UDP-alpha-D-glucuronate biosynthesis (from myo-inositol)	RXN-14693|2.7.7.44-RXN|GLUCURONOKINASE-RXN|MYO-INOSITOL-OXYGENASE-RXN
PWY-6363	D-myo-inositol (1,4,5)-trisphosphate degradation	RXN-10952|3.1.3.56-RXN|3.1.3.57-RXN
PWY-4101	D-sorbitol degradation I	FRUCTOKINASE-RXN|RXN-14515|RXN-7644
PWY-7787	L-threitol degradation	RXN-17772|RXN-17765|RXN-17764|RXN-17762
GALACTITOLCAT-PWY	galactitol degradation	TRANS-RXN-161|RXN-16992|1.1.1.251-RXN|TAGAALDOL-RXN|TAGAKIN-RXN
P562-PWY	myo-inositol degradation I	RXN-14150|RXN-14149|MYO-INOSOSE-2-DEHYDRATASE-RXN|MYO-INOSITOL-2-DEHYDROGENASE-RXN|RXN-2902|4.1.2.29-RXN|5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN
PWY-6531	mannitol cycle	MANNPDEHYDROG-RXN|RXN-14515|FRUCTOKINASE-RXN|MANNITOL-2-DEHYDROGENASE-RXN|MANNITOL-1-PHOSPHATASE-RXN
PWY-7786	D-threitol degradation	ERYTHRULOSE-REDUCTASE-RXN|RXN-17762|RXN-17761
SORBDEG-PWY	D-sorbitol degradation II	SORB6PDEHYDROG-RXN
PWY-7241	myo-inositol degradation II	RXN-14362|RXN-14360|RXN-14359|RXN-14358|MYO-INOSITOL-2-DEHYDROGENASE-RXN
